LTE,314,30,1,68445885,-1,-77.3997,36.9576,53896,46,1,1701507819,1740278431,0
LTE,314,280,13,61698,-1,-123.1182,38.4494,911,30,1,1700943415,1739314573,0
LTE,314,280,36621,169981713,-1,-123.1149,38.449,1000,2,1,1707831604,1707863048,0
LTE,314,280,13,61697,-1,-123.1168,38.4483,1000,17,1,1707831594,1739323385,0
NR,314,280,16777214,13824868425,-1,-123.115,38.449,1000,4,1,1707831614,1707863048,0
LTE,314,280,7705,84656928,-1,-123.1149,38.449,1000,1,1,1707831644,1707831644,0
LTE,314,280,7705,7856934,-1,-123.115,38.4491,1000,1,1,1707831674,1707831674,0
LTE,314,280,7705,7856899,-1,-123.115,38.4489,1000,1,1,1707833134,1707833134,0
LTE,314,30,1,139753126,-1,-118.3209,33.3484,1000,3,1,1718399029,1718430074,0
LTE,314,30,1,5,-1,-110.8256,44.4582,1000,2,1,1726054952,1726097763,0
UMTS,314,30,126,151683,3,-110.8255,44.4579,1000,1,1,1726055042,1726055042,0
LTE,314,30,1,135986830,-1,-77.3553,38.3949,1000,13,1,1727511144,1727557149,0
LTE,314,30,1,135986856,-1,-77.4406,38.3251,10769,51,1,1727511224,1727557293,0
LTE,314,30,1,138403799,-1,-78.2289,36.6717,3980,51,1,1728711901,1728783074,0
LTE,314,30,1,138403798,-1,-77.8125,36.8827,32691,7,1,1728667071,1741133294,0
LTE,314,30,1,67889582,-1,-78.3287,36.6803,5749,50,1,1728713839,1728783067,0
LTE,314,30,1,135987468,-1,-78.5516,36.6482,2250,51,1,1728714999,1728783069,0
LTE,314,30,1,67262081,-1,-78.5689,36.6226,1000,23,1,1728715339,1728783070,0
LTE,314,30,1,135987469,-1,-78.7552,36.6272,1000,7,1,1728717249,1728783121,0
LTE,314,30,1,139755352,-1,-78.4114,37.3061,13222,51,1,1731171031,1749954473,0
LTE,314,330,1,651046,-1,-77.3759,38.5094,9507,48,1,1731739211,1731795537,0
LTE,314,330,1,641818,-1,-74.3017,40.6284,9600,50,1,1733495873,1733694482,0
LTE,314,330,1,2710288,-1,-77.5664,39.0716,8710,51,1,1734953946,1734991106,0
LTE,314,350,25868,88084502,0,-94.3177,38.2558,1000,1,1,1735569376,1735569376,0
LTE,314,330,1,2711304,-1,-80.1766,25.7777,1000,2,1,1740306671,1740964508,0
LTE,314,480,1,26121,-1,-105.2307,39.7058,1000,1,1,1744455996,1744455996,0
LTE,314,350,1,36421232,0,-94.2641,38.3212,1000,1,1,1744683599,1744683599,0
LTE,314,30,1,137248782,0,-94.6806,39.0815,1000,1,1,1748216905,1748216905,0
LTE,314,400,23,102601220,0,-89.7641,30.6857,1000,1,1,1749063951,1749063951,0
LTE,314,400,23,102601219,0,-89.7664,30.6431,5370,8,1,1749063973,1752005887,0
LTE,314,400,23,102601222,0,-89.7663,30.6632,1000,2,1,1749064557,1749065161,0
LTE,314,480,1,26380,-1,-104.9407,39.6099,1000,1,1,1751702031,1751702031,0
LTE,314,400,23,102620690,0,-89.755,30.601,7474,4,1,1752001450,1752006481,0
LTE,314,400,23,102644995,0,-89.7485,30.585,1636,3,1,1752001462,1752006481,0
LTE,314,400,23,102620688,0,-89.7647,30.6229,4880,5,1,1752001570,1752006181,0
LTE,314,400,23,102620676,0,-89.7754,30.6485,1892,2,1,1752001720,1752006241,0
LTE,314,400,23,102601234,0,-89.7735,30.6362,1000,1,1,1752001737,1752001737,0
LTE,314,400,23,102620678,0,-89.7776,30.6654,1000,1,1,1752006426,1752006426,0
LTE,314,400,23,102644998,0,-89.7416,30.5732,1000,1,1,1752006656,1752006656,0
LTE,314,400,23,102644994,0,-89.7416,30.5732,1000,1,1,1752006716,1752006716,0
LTE,314,400,23,102644997,0,-89.7416,30.5732,1000,1,1,1752006896,1752006896,0
LTE,314,400,23,102631170,0,-89.7416,30.5732,1000,1,1,1752007046,1752007046,0
